,total_airflow,t1_valve_pct,t1_n2o,t1_nh4,t1_no3,t1_do,t1_do_sp,t1_airflow,t1_ss,t1_temp,t1_po4,inflow,t1_phase,phasecode,inlet_tank,outlet_tank,storm_mode,total_airflow_q,t1_valve_pct_q,t1_n2o_q,t1_nh4_q,t1_no3_q,t1_do_q,t1_do_sp_q,t1_phase_q,t1_airflow_q,t1_ss_q,t1_temp_q,phasecode_q,inlet_tank_q,outlet_tank_q,t1_po4_q,inflow_q,storm_mode_q,segment_id
2023-07-27 00:50:00+00:00,8301.85009765625,99.0999984741211,0.0185185193549841,7.296797087136656,0.5903147101402283,1.9918258361518384,,4760.377785159575,2.398352289199829,18.695204162597655,3.9539516448974608,2419.44443359375,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-07-27 01:00:00+00:00,5170.69658203125,99.0999984741211,0.0241898156004025,6.89542722934857,0.969174587726593,1.4808304719626904,,2800.4592793137936,2.3711429119110106,18.696831512451173,3.227381467819214,479.166650390625,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-07-27 01:10:00+00:00,7657.84990234375,99.0999984741211,0.0379629634320734,6.418637087289244,1.4244021415710448,1.2146991305053234,1.4845,3790.862219665538,2.4028100967407227,18.697555541992188,2.706579256057739,0.0,2.0,2221.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 01:20:00+00:00,7615.4833984375,99.0999984741211,0.0491898156702517,6.05765114063397,1.6357840061187745,1.6228298358619213,1.417376,2773.7773599086927,2.4417222023010257,18.697555541992188,2.2892770767211914,1463.19443359375,2.0,2221.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 01:30:00+00:00,9429.68330078125,99.0999984741211,0.0631944451481102,5.544429209176451,2.0497988939285277,1.0848524503409862,1.310264,2470.9359362027976,2.431267595291138,18.69719352722168,2.0063554525375364,2403.472265625,2.0,2221.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 01:40:00+00:00,20832.46640625,79.5400001525879,0.0747685197740792,5.24919920200482,2.3020627737045287,2.134910290688276,1.250784,5098.753291352895,2.389334964752197,18.69610748291016,1.7128539085388184,1427.777783203125,2.0,2121.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 01:50:00+00:00,12625.6333984375,30.89999961853028,0.0795138906687497,4.650747206155211,2.769476294517517,1.6775896959006786,1.1309840000000002,2511.2376340552673,2.400309371948242,18.69665069580078,1.5234618425369262,0.0,2.0,2121.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 02:00:00+00:00,10307.7333984375,30.35999984741211,0.1055555570870636,4.362575151864439,3.1842904806137087,0.6174045138061046,1.1047000000000002,1380.7553994715067,2.476577138900757,18.69719352722168,1.3453848123550416,2164.2361328125,2.0,2121.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 02:10:00+00:00,16072.583203125,0.0,0.1626157421618698,4.17436313861981,3.270071196556091,0.2393663249909877,,0.0,2.41458101272583,18.695022964477538,1.1812272310256955,2419.79169921875,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-07-27 02:20:00+00:00,13688.5498046875,0.0,0.1717592615634202,4.675523092690855,2.9715046167373655,0.2068865709006785,,0.0,2.4391077041625975,18.687789535522462,1.0955708503723145,2411.80556640625,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
